"No.","Query","Kategori Query","Rank","Article ID","Kategori Artikel","Judul Artikel","Abstrak","Similarity Score","Threshold Awal","Evaluator 1","Evaluator 2","Evaluator 3","Label Final","Status Final","Catatan Evaluator"
"93","sistem informasi berbasis web","Web Application","8","63","cyber security","Perkembangan Sistem Pertahanan/Keamanan Siber Indonesia dalam Menghadapi Tantangan Perkembangan Teknologi dan Informasi:-","… yaitu keamanan siber. Artikel ini akan menggambarkan bagaimana ancaman dan serangan
siber itu … dan keamanan siber yang dimiliki oleh Indonesia saat ini Kata Kunci: Pertahanan, …","0,175047","0","0","1","0","0","Tidak Relevan",""
"94","sistem informasi berbasis web","Web Application","9","162","web application","Rancang Bangun Aplikasi Penjualan Kebutuhan Pokok Berbasis Web Pada Toko Khansaa","… belum adanya aplikasi penjualan berbasis web kebutuhan … bangun aplikasi penjualan
kebutuhan pokok berbasis web di … ini adalah sebuah aplikasi penjualan berbasis web di toko …","0,174343","0","1","1","1","1","Relevan",""
"95","sistem informasi berbasis web","Web Application","10","173","web application","Rancang Bangun Aplikasi Computer Based Test Berbasis Web Pada Smpn 1 Katapang Kabupaten Bandung Selatan","Seiring dengan berkembangnya kemajuan teknologi informasi, mungkin akan sangat terbantu
dengan adanya internet. Dengan internet, kita akan mudah menghadirkan layanan yang …","0,169461","0","1","1","1","1","Relevan",""
"96","sistem informasi berbasis web","Web Application","11","55","cyber security","Manajemen keamanan cyber di era digital","… Abstrak : Di era digital yang berkembang pesat ini, keamanan siber menjadi salah satu
aspek yang sangat penting untuk diperhatikan. Perkembangan teknologi informasi dan …","0,142169","0","0","1","0","0","Tidak Relevan",""
"97","sistem informasi berbasis web","Web Application","12","172","web application","Perancangan sistem aplikasi penjualan dan layanan jasa laundry sepatu berbasis website","… sesuai dengan tujuan pembuatan aplikasi tersebut, aplikasi mempunyai arti yaitu pemecahan
… dalam pembangunan aplikasi pelayanan jasa Laundry pada ShoesLab berbasis web. …","0,140811","0","1","0","1","1","Relevan",""
"98","sistem informasi berbasis web","Web Application","13","157","web application","Rancang bangun aplikasi penjualan online berbasis web menggunakan metode scrum","… aplikasi ini juga tidak banyak. Tujuan dari penelitian ini adalah untuk merancang dan
membangun aplikasi penjualan online berbasis web … Hasil penelitian ini adalah sebuah aplikasi …","0,136614","0","1","1","1","1","Relevan",""
"99","sistem informasi berbasis web","Web Application","14","168","web application","Perancangan Sistem Aplikasi Pendataan Membership Gym Menggunakan Metode Unified Software Development Process (USDP) Berbasis Web","… ini adalah sebuah aplikasi web untuk mengelola keanggotaan gym, yang dapat diakses
oleh admin dan pengguna melalui komputer atau perangkat mobile. Aplikasi ini dikembangkan …","0,135586","0","1","1","1","1","Relevan",""
"100","sistem informasi berbasis web","Web Application","15","164","web application","Penerapan Metode Waterfall Pada Aplikasi Reservasi Lapangan Futsal Berbasis Web","… Hasil dari penelitian ini berupa sebuah aplikasi berbasis web yang … Aplikasi yang telah
dibuat dapat berjalan dengan baik. Kata Kunci: Aplikasi; Black Box; Penjadwalan; Waterfall; Web …","0,134463","0","1","1","1","1","Relevan",""
"101","sistem informasi berbasis web","Web Application","16","163","web application","Aplikasi Marketplace Pendamping Wisata Dengan Api Maps Berbasis Mobile Dan Web","… Salah satu keuntungan membangun aplikasi berbasis website adalah karena website tidak
… terhadap aplikasi web, karena pengguna mengakses server tempat website diletakkan …","0,122679","0","1","1","1","1","Relevan",""
"102","sistem informasi berbasis web","Web Application","17","68","cyber security","Keamanan siber sebagai fondasi pengembangan aplikasi keuangan mobile: Studi literatur mengenai cybercrime dan mitigasinya","… Penelitian ini mengkaji pentingnya keamanan siber dalam … dalam tentang pentingnya
keamanan siber dalam aplikasi … seperti lemahnya sistem keamanan, kurangnya pembaruan sistem…","0,120793","0","0","1","0","0","Tidak Relevan",""
"103","sistem informasi berbasis web","Web Application","18","154","web application","Pembuatan aplikasi penjualan berbasis web monja store menggunakan php dan mysql","… software ataupun tampilan website dengan lebih mudah, cepat, dan … Gunakan aplikasi web
server ini sebagai tools bantuan … website perancangan aplikasi penjualan berbasis website …","0,113595","0","1","0","1","1","Relevan",""
"104","sistem informasi berbasis web","Web Application","19","103","mobile application","Penerapan metode design thinking dalam perancangan UI/UX aplikasi mobile SIPROPMAWA","… (UI) sistem aplikasi berbasis mobile sangat penting karena hampir semua aplikasi mobile
memiliki … ketika menggunakan aplikasi tersebut. Pengembangan system akan berfokus pada …","0,112023","0","0","0","0","0","Tidak Relevan",""
"105","sistem informasi berbasis web","Web Application","20","153","web application","Penggunaan liveworksheet dengan aplikasi berbasis web untuk meningkatkan hasil belajar peserta didik","… Hasil dari penelitian ini adalah penggunaan liveworksheet dengan aplikasi berbasis web
dapat meningkatkan hasil belajar peserta yaitu pada prasiklus dengan ketutasan klasikal …","0,107389","0","1","1","1","1","Relevan",""
"106","cyber security","Cyber Security","1","80","cyber security","A systematic literature review on the cyber security","… of cyber security kinds, why cyber security is important, cyber security framework, cyber
security tools, and cyber security … Cyber security safeguards the data and integrity of computing …","0,808445","1","1","1","1","1","Relevan",""
"107","cyber security","Cyber Security","2","87","cyber security","Analysis of cyber security knowledge gaps based on cyber security body of knowledge","… gap between cyber security education and … in cyber security graduates who join the cyber
security workforce. We designed and performed an opinion survey by using the Cyber Security …","0,629167","1","1","1","1","1","Relevan",""
"108","cyber security","Cyber Security","3","92","cyber security","Artificial intelligence-based cyber security in the context of industry 4.0—a survey","… technology has increased the cyber-attack surface. In this … of cyber criminals, to develop
knowledge for cyber security … based cyber-attacks and to analyze them for deriving cyber security …","0,549152","1","1","1","1","1","Relevan",""
"109","cyber security","Cyber Security","4","99","cyber security","Review on cyber-physical and cyber-security system in smart grid: Standards, protocols, constraints, and recommendations","… cyber security principles, standards, and protocols. Finally, we discuss some challenges for
SG cyber-physical systems, cyber-attacks, and cyber security … of the cyber security systems …","0,521917","1","1","1","1","1","Relevan",""
"110","cyber security","Cyber Security","5","78","cyber security","A comprehensive review study of cyber-attacks and cyber security; Emerging trends and recent developments","… cyber-security methods. In addition, emerging trends and recent developments of cyber security
and security … review study presented for IT and cyber security researchers will be useful. …","0,519774","1","1","1","1","1","Relevan",""
"111","cyber security","Cyber Security","6","97","cyber security","Cyber resilience and cyber security issues of intelligent cloud computing systems","… It is necessary to provide the cyber security of cloud computing according to the … the cyber
security of this technology is to accurately identify its threats. In this paper, a new cyber security …","0,490836","1","1","1","1","1","Relevan",""
"112","cyber security","Cyber Security","7","79","cyber security","The recent trends in cyber security: A review","… advanced cyber security standards along with challenges faced by the cyber security domain…
new researchers to get acquainted with the recent advancements in Cyber security domain. …","0,485449","1","1","1","1","1","Relevan",""
"113","cyber security","Cyber Security","8","94","cyber security","Evaluating the cyber security readiness of organizations and its influence on performance","… their cyber security to prevent and combat cyber-attacks, but studies of factors impacting the
cyber security … set of factors influencing the cyber security readiness of organizations and the …","0,467244","1","1","1","1","1","Relevan",""
"114","cyber security","Cyber Security","9","90","cyber security","Deep reinforcement learning for cyber security","… , and especially high-dimensional cyber defense problems. This article presents a … for cyber
security. We touch on different vital aspects, including DRL-based security methods for cyber…","0,445811","1","1","1","1","1","Relevan",""
"115","cyber security","Cyber Security","10","77","cyber security","Cyber security, cyber threats, implications and future perspectives: A Review","… To achieve proactive cyber security, not just businesses but the entire society requires high-…
of cybersecurity from all industries' viewpoints. In this study, the prospects of cyber security …","0,417574","1","1","1","1","1","Relevan",""
"116","cyber security","Cyber Security","11","98","cyber security","Role of AI and its impact on the development of cyber security applications","… its impact on cyber security as well as discuss various applications of AI in cyber security in
detail. … on artificial intelligence and cyber security and how AI has evolved in providing better …","0,411761","1","1","1","1","1","Relevan",""
"117","cyber security","Cyber Security","12","89","cyber security","Artificial intelligence in cyber security: Research advances, challenges, and opportunities.","… cyber security mentioned in this paper includes threats from outside2 and within systems (known
as network security … systems, so the goal of cyber security is to protect threats as much …","0,40306","1","1","1","1","1","Relevan",""
"118","cyber security","Cyber Security","13","76","cyber security","Cyber security: State of the art, challenges and future directions","… shifting cyber threats. This article provides an overview of the state of the art in cyber
security, … Moreover, we address the future direction of cyber security, presenting the possible …","0,397394","1","1","1","1","1","Relevan",""
"119","cyber security","Cyber Security","14","91","cyber security","The role of user behaviour in improving cyber security management","… to complying with security policies. Second, we discuss kinds of cyber security errors done
by … Third, we discuss individual differences underlying cyber security behaviours in computer …","0,391117","1","1","1","1","1","Relevan",""
"120","cyber security","Cyber Security","15","96","cyber security","Artificial intelligence in cyber security","… For security preparation, the instance of a cyber security device specialist is one. This skilled
system enables substantially the collection and instruction of security initiatives to optimize …","0,386184","1","1","1","1","1","Relevan",""
"121","cyber security","Cyber Security","16","86","cyber security","Cyber security in the age of COVID-19: A timeline and analysis of cyber-crime and cyber-attacks during the pandemic","… cyber-crime perspective and highlights the range of cyber-attacks experienced globally during
the pandemic. Cyber… reveal the modus-operandi of cyber-attack campaigns. The analysis …","0,373834","1","1","1","1","1","Relevan",""
"122","cyber security","Cyber Security","17","88","cyber security","Cybersecurity of industrial cyber-physical systems: A review","… of cybersecurity studies being funded by security companies, research councils, and state
establishments. This allows the rapid development of security … for cyber security research. …","0,333227","1","1","1","1","1","Relevan",""
"123","cyber security","Cyber Security","18","93","cyber security","Navigating the cyber security landscape: A comprehensive review of cyber-attacks, emerging trends, and recent developments","… has heightened security concerns in cyberspace. The trend of cyber criminals offering cyber
… of these attacks, emphasizing the need for robust cybersecurity defenses. The landscape of …","0,325223","1","1","1","1","1","Relevan",""
"124","cyber security","Cyber Security","19","83","cyber security","Counterattacking cyber threats: A framework for the future of cybersecurity","… for organizational security. This article presents a comprehensive framework that aims to
shape the future of cyber security. This framework responds to the complexities of modern cyber …","0,318543","1","1","1","1","1","Relevan",""
"125","cyber security","Cyber Security","20","82","cyber security","Cyber security in the metaverse","… approach to security is vital to foster trust and safeguard the virtual realm. This chapter aims
to provide an overview of cybersecurity in Metaverse. It discussed the various cyber stacks in …","0,248561","0","1","0","1","1","Relevan",""
"126","keamanan siber","Cyber Security","1","57","cyber security","Edukasi Keamanan Siber Berdigital dengan Aman","… efektif meningkatkan keterampilan keamanan siber bagi para … yang lebih lanjut, seperti
keamanan siber untuk usaha kecil dan … yang kurang memahami konsep dasar keamanan siber. …","0,659802","1","1","1","1","1","Relevan",""
"127","keamanan siber","Cyber Security","2","71","cyber security","Mengukur Keamanan Siber Indonesia Melalui Indikator Pilar Kerjasama Dalam Global Cybersecurity Index (GCI)","… siber dan keamanan siber yang menghubungkan domain satu dengan lainnya membuat
ruang siber dan keamanan siber … eksistensi ruang siber dan keamanan siber tidak dapat …","0,633218","1","1","1","1","1","Relevan",""
"128","keamanan siber","Cyber Security","3","59","cyber security","Peraturan dan Regulasi Keamanan Siber di Era Digital","… membangun ekosistem keamanan siber yang … keamanan siber, artikel ini memberikan
rekomendasi strategis bagi pembuat kebijakan, penegak hukum, dan praktisi keamanan siber …","0,591827","1","1","1","1","1","Relevan",""
"129","keamanan siber","Cyber Security","4","54","cyber security","Analisis risiko keamanan siber dalam transformasi digital pelayanan publik di Indonesia","… regulasi keamanan siber … keamanan siber, serta memberikan refleksi sebagai bentuk
upaya dibuatnya rekomendasi kebijakan yang dapat memperkuat perlindungan keamanan siber …","0,591614","1","1","1","1","1","Relevan",""
"130","keamanan siber","Cyber Security","5","56","cyber security","Analisis penerapan sistem keamanan siber terhadap kejahatan siber di indonesia","… dari penelitian ini adalah untuk mengetahui bagaimana sistem keamanan siber serta
menganalisis hambatan dan upaya untuk mengembangkan sistem keamanan siber di Indonesia. …","0,582863","1","1","1","1","1","Relevan",""
"131","keamanan siber","Cyber Security","6","62","cyber security","Upaya membangun kesadaran keamanan siber pada konsumen e-commerce di Indonesia","… Pengamanan di dunia siber tidak hanya perangkat yang diperkuat, … keamanan siber. Oleh
karena itu, penelitian ini bertujuan untuk mengetahui program kesadaran keamanan siber …","0,573617","1","1","1","1","1","Relevan",""
"132","keamanan siber","Cyber Security","7","52","cyber security","Analisis hukum terhadap tantangan keamanan siber: Studi kasus penegakan hukum siber di Indonesia","… mengadopsi beberapa regulasi terkait keamanan siber, seperti Undang… Serangkaian insiden
keamanan siber yang terjadi di … dalam menangani masalah keamanan siber, dengan fokus …","0,560828","1","1","1","1","1","Relevan",""
"133","keamanan siber","Cyber Security","8","51","cyber security","Teknologi Keamanan Siber (Cyber Security)","… keamanan di kalangan pengguna dan staf organisasi. Dengan meminimalkan dampak
serangan siber, keamanan siber … , dan meningkatkan overall keamanan jaringan komputer serta …","0,555037","1","1","1","1","1","Relevan",""
"134","keamanan siber","Cyber Security","9","65","cyber security","Pentingnya Keamanan Siber Dalam Era Digital:: Tinjauan Global Dan Kondisi Di Indonesia","… dalam sistem keamanan siber yang bisa berdampak besar pada keamanan data strategis
negara. Penelitian ini bertujuan untuk menganalisis pentingnya keamanan siber dengan …","0,544865","1","1","1","1","1","Relevan",""
"135","keamanan siber","Cyber Security","10","60","cyber security","Sistem Keamanan Siber dan Kedaulatan Data di Indonesia dalam Perspektif Ekonomi Politik (Studi Kasus Perlindungan Data Pribadi)[Cyber Security System and …","… perlindungan data siber dan keamanan siber. Jaminan … digunakan dalam pembangunan
keamanan siber. Akan tetapi, … dalam pembangunan keamanan siber dan kedaulatan data …","0,527973","1","1","1","1","1","Relevan",""
"136","keamanan siber","Cyber Security","11","58","cyber security","Tinjauan Literatur Tentang Ancaman Cybercrime Dan Implementasi Keamanan Siber Di Industri Perbankan","… peningkatan keamanan siber. Meskipun evaluasi kebijakan keamanan siber menghadapi
kendala, langkahlangkah pencegahan telah diambil. Peningkatan keamanan siber dan …","0,523205","1","1","1","1","1","Relevan",""
"137","keamanan siber","Cyber Security","12","75","cyber security","Keamanan siber di masa depan: Tantangan dan teknologi yang dibutuhkan","… dan laporan terkini terkait keamanan siber. Hasil penelitian … berbasis blockchain dapat
memperkuat keamanan data. Selain itu… mutakhir dengan kebijakan keamanan siber yang adaptif …","0,506787","1","1","1","1","1","Relevan",""
"138","keamanan siber","Cyber Security","13","74","cyber security","Strategi Keamanan Siber Malaysia","… strategi keamanan siber yang dibuat oleh pemerintah Malaysia dalam perlindungan dan
pengembangan keamanan ruang siber … ruang siber Malaysia guna mengamankan ruang siber …","0,500465","1","1","1","1","1","Relevan",""
"139","keamanan siber","Cyber Security","14","53","cyber security","Data privasi dan keamanan siber pada smart-city: Tinjauan literatur","… kebutuhan keamanan tidak mendukung. Maka dari itu, dalam penelitiannya menyarankan
mitigasi terbaik dalam hal keamanan siber dan data privasi menggunakan keamanan siber …","0,500122","1","1","1","1","1","Relevan",""
"140","keamanan siber","Cyber Security","15","70","cyber security","Analisis Keamanan Siber Pada Platform Pendidikan Islam Berbasis Mobile Apps","… bentuk ancaman keamanan siber, memetakan kerentanan … rekomendasi penguatan keamanan
berdasarkan temuan … melalui telaah jurnal, laporan keamanan siber, serta regulasi terkait…","0,493324","1","1","1","1","1","Relevan",""
"141","keamanan siber","Cyber Security","16","67","cyber security","Optimalisasi penanggulangan kebocoran data melalui regulatory blockchain guna mewujudkan keamanan siber di Indonesia","… , salah satunya dalam sistem keamanan siber yang mengatur … membantu mewujudkan
penegakan keamanan siber di Indonesia… , bahwa sistem keamanan siber di Indonesia masih …","0,489972","1","1","1","1","1","Relevan",""
"142","keamanan siber","Cyber Security","17","68","cyber security","Keamanan siber sebagai fondasi pengembangan aplikasi keuangan mobile: Studi literatur mengenai cybercrime dan mitigasinya","… Penelitian ini mengkaji pentingnya keamanan siber dalam … dalam tentang pentingnya
keamanan siber dalam aplikasi … seperti lemahnya sistem keamanan, kurangnya pembaruan sistem…","0,483101","1","1","1","1","1","Relevan",""
"143","keamanan siber","Cyber Security","18","69","cyber security","Transformasi digital dan keamanan siber: Upaya penanggulangan kejahatan di era teknologi di Indonesia","… dan penanggulangan kejahatan siber. Implementasi … siber.Strategi yang dapat diterapkan
mencakup peningkatan pendidikan tentang keamanan siber, penerapan teknologi keamanan …","0,481358","1","1","1","1","1","Relevan",""
"144","keamanan siber","Cyber Security","19","63","cyber security","Perkembangan Sistem Pertahanan/Keamanan Siber Indonesia dalam Menghadapi Tantangan Perkembangan Teknologi dan Informasi:-","… yaitu keamanan siber. Artikel ini akan menggambarkan bagaimana ancaman dan serangan
siber itu … dan keamanan siber yang dimiliki oleh Indonesia saat ini Kata Kunci: Pertahanan, …","0,478285","1","1","1","1","1","Relevan",""
"145","keamanan siber","Cyber Security","20","66","cyber security","Analisis Keamanan Siber Dan Hukum Dari Perspektif Gender Dan Filsafat Politik Alison M. Jaggar","… keamanan siber dan hukum kebebasan, saya mengajukan pertanyaan, apakah para perumus
keamanan siber dan … Artikel ini mencoba menganalisis keamanan siber dan perjuangan …","0,472929","1","1","1","1","1","Relevan",""
"146","keamanan jaringan","Cyber Security","1","51","cyber security","Teknologi Keamanan Siber (Cyber Security)","… keamanan di kalangan pengguna dan staf organisasi. Dengan meminimalkan dampak
serangan siber, keamanan siber … , dan meningkatkan overall keamanan jaringan komputer serta …","0,41092","1","1","1","1","1","Relevan",""
"147","keamanan jaringan","Cyber Security","2","57","cyber security","Edukasi Keamanan Siber Berdigital dengan Aman","… efektif meningkatkan keterampilan keamanan siber bagi para … yang lebih lanjut, seperti
keamanan siber untuk usaha kecil dan … yang kurang memahami konsep dasar keamanan siber. …","0,213336","0","1","0","1","1","Relevan",""
"148","keamanan jaringan","Cyber Security","3","171","web application","Digitalisasi Usaha Mikro Kecil Dan Menengah Di Desa Melalui Aplikasi Kede Desa Berbasis Web","… penjualan melalui sistem yang berbasis web. Aplikasi Web dapat berjalan pada jaringan …
dalam akses adalah ciri utama yang membuat Aplikasi Web lebih banyak diminati dan lebih …","0,190725","0","0","0","1","0","Tidak Relevan",""
"149","keamanan jaringan","Cyber Security","4","65","cyber security","Pentingnya Keamanan Siber Dalam Era Digital:: Tinjauan Global Dan Kondisi Di Indonesia","… dalam sistem keamanan siber yang bisa berdampak besar pada keamanan data strategis
negara. Penelitian ini bertujuan untuk menganalisis pentingnya keamanan siber dengan …","0,181206","0","1","0","1","1","Relevan",""
"150","keamanan jaringan","Cyber Security","5","59","cyber security","Peraturan dan Regulasi Keamanan Siber di Era Digital","… membangun ekosistem keamanan siber yang … keamanan siber, artikel ini memberikan
rekomendasi strategis bagi pembuat kebijakan, penegak hukum, dan praktisi keamanan siber …","0,172221","0","1","0","1","1","Relevan",""
"151","keamanan jaringan","Cyber Security","6","54","cyber security","Analisis risiko keamanan siber dalam transformasi digital pelayanan publik di Indonesia","… regulasi keamanan siber … keamanan siber, serta memberikan refleksi sebagai bentuk
upaya dibuatnya rekomendasi kebijakan yang dapat memperkuat perlindungan keamanan siber …","0,172159","0","1","0","1","1","Relevan",""
"152","keamanan jaringan","Cyber Security","7","75","cyber security","Keamanan siber di masa depan: Tantangan dan teknologi yang dibutuhkan","… dan laporan terkini terkait keamanan siber. Hasil penelitian … berbasis blockchain dapat
memperkuat keamanan data. Selain itu… mutakhir dengan kebijakan keamanan siber yang adaptif …","0,168543","0","1","0","1","1","Relevan",""
"153","keamanan jaringan","Cyber Security","8","62","cyber security","Upaya membangun kesadaran keamanan siber pada konsumen e-commerce di Indonesia","… Pengamanan di dunia siber tidak hanya perangkat yang diperkuat, … keamanan siber. Oleh
karena itu, penelitian ini bertujuan untuk mengetahui program kesadaran keamanan siber …","0,166922","0","1","1","1","1","Relevan",""
"154","keamanan jaringan","Cyber Security","9","53","cyber security","Data privasi dan keamanan siber pada smart-city: Tinjauan literatur","… kebutuhan keamanan tidak mendukung. Maka dari itu, dalam penelitiannya menyarankan
mitigasi terbaik dalam hal keamanan siber dan data privasi menggunakan keamanan siber …","0,166326","0","1","0","1","1","Relevan",""
"155","keamanan jaringan","Cyber Security","10","72","cyber security","Analisis dan peningkatan keamanan cyber: Studi kasus ancaman dan solusi dalam lingkungan digital untuk mengamankan objek vital dan file","… Ancaman terhadap objek vital dan keamanan file berkembang pesat. Penjahat dunia
maya … kerentanan keamanan dalam sistem digital. Untuk meningkatkan keamanan siber, …","0,164676","0","1","1","1","1","Relevan",""
"156","keamanan jaringan","Cyber Security","11","70","cyber security","Analisis Keamanan Siber Pada Platform Pendidikan Islam Berbasis Mobile Apps","… bentuk ancaman keamanan siber, memetakan kerentanan … rekomendasi penguatan keamanan
berdasarkan temuan … melalui telaah jurnal, laporan keamanan siber, serta regulasi terkait…","0,164065","0","1","0","1","1","Relevan",""
"157","keamanan jaringan","Cyber Security","12","68","cyber security","Keamanan siber sebagai fondasi pengembangan aplikasi keuangan mobile: Studi literatur mengenai cybercrime dan mitigasinya","… Penelitian ini mengkaji pentingnya keamanan siber dalam … dalam tentang pentingnya
keamanan siber dalam aplikasi … seperti lemahnya sistem keamanan, kurangnya pembaruan sistem…","0,160665","0","1","1","1","1","Relevan",""
"158","keamanan jaringan","Cyber Security","13","58","cyber security","Tinjauan Literatur Tentang Ancaman Cybercrime Dan Implementasi Keamanan Siber Di Industri Perbankan","… peningkatan keamanan siber. Meskipun evaluasi kebijakan keamanan siber menghadapi
kendala, langkahlangkah pencegahan telah diambil. Peningkatan keamanan siber dan …","0,152252","0","1","0","1","1","Relevan",""
"159","keamanan jaringan","Cyber Security","14","73","cyber security","Serangan cyber dan kesiapan keamanan cyber terhadap bank indonesia","… untuk menerapkan strategi keamanan cyber yang efektif. Strategi keamanan siber yang
efektif … Dengan demikian, studi saat ini akan menjelaskan kondisi keamanan siber di bank-bank …","0,148286","0","1","0","1","1","Relevan",""
"160","keamanan jaringan","Cyber Security","15","56","cyber security","Analisis penerapan sistem keamanan siber terhadap kejahatan siber di indonesia","… dari penelitian ini adalah untuk mengetahui bagaimana sistem keamanan siber serta
menganalisis hambatan dan upaya untuk mengembangkan sistem keamanan siber di Indonesia. …","0,145382","0","1","1","1","1","Relevan",""
"161","keamanan jaringan","Cyber Security","16","52","cyber security","Analisis hukum terhadap tantangan keamanan siber: Studi kasus penegakan hukum siber di Indonesia","… mengadopsi beberapa regulasi terkait keamanan siber, seperti Undang… Serangkaian insiden
keamanan siber yang terjadi di … dalam menangani masalah keamanan siber, dengan fokus …","0,145067","0","1","1","1","1","Relevan",""
"162","keamanan jaringan","Cyber Security","17","67","cyber security","Optimalisasi penanggulangan kebocoran data melalui regulatory blockchain guna mewujudkan keamanan siber di Indonesia","… , salah satunya dalam sistem keamanan siber yang mengatur … membantu mewujudkan
penegakan keamanan siber di Indonesia… , bahwa sistem keamanan siber di Indonesia masih …","0,142582","0","1","1","1","1","Relevan",""
"163","keamanan jaringan","Cyber Security","18","66","cyber security","Analisis Keamanan Siber Dan Hukum Dari Perspektif Gender Dan Filsafat Politik Alison M. Jaggar","… keamanan siber dan hukum kebebasan, saya mengajukan pertanyaan, apakah para perumus
keamanan siber dan … Artikel ini mencoba menganalisis keamanan siber dan perjuangan …","0,137622","0","1","0","1","1","Relevan",""
"164","keamanan jaringan","Cyber Security","19","60","cyber security","Sistem Keamanan Siber dan Kedaulatan Data di Indonesia dalam Perspektif Ekonomi Politik (Studi Kasus Perlindungan Data Pribadi)[Cyber Security System and …","… perlindungan data siber dan keamanan siber. Jaminan … digunakan dalam pembangunan
keamanan siber. Akan tetapi, … dalam pembangunan keamanan siber dan kedaulatan data …","0,136569","0","1","1","1","1","Relevan",""
"165","keamanan jaringan","Cyber Security","20","71","cyber security","Mengukur Keamanan Siber Indonesia Melalui Indikator Pilar Kerjasama Dalam Global Cybersecurity Index (GCI)","… siber dan keamanan siber yang menghubungkan domain satu dengan lainnya membuat
ruang siber dan keamanan siber … eksistensi ruang siber dan keamanan siber tidak dapat …","0,134012","0","1","0","1","1","Relevan",""
"166","mobile application","Mobile Application","1","134","mobile application","Deep learning methods for accurate skin cancer recognition and mobile application","… to be used in a mobile application. To be able to build an effective mobile application, it is …
for our mobile application to be able to classify skin lesions using a common smartphone. …","0,371184","1","1","1","1","1","Relevan",""
"167","mobile application","Mobile Application","2","141","mobile application","Towards a new learning experience through a mobile application with augmented reality in engineering education","… The application of augmented reality (AR) in education … effect of an augmented reality mobile
application (NetAR) that … established to work with the application for three weeks for three …","0,256785","0","1","0","1","1","Relevan",""
"168","mobile application","Mobile Application","3","197","web application","Open Lab: A web application for running and sharing online experiments","… as a web application on a desktop computer (the “Install app” link is displayed in the top
navigation bar). Progressive web application technology makes the application accessible via …","0,227954","0","1","0","1","1","Relevan",""
"169","mobile application","Mobile Application","4","132","mobile application","The role of mobile application acceptance in shaping e-customer service","… This study focused on examining the role of mobile application (app) … the role of mobile app
acceptance in shaping e-customer service. The multiple features associated with mobile app …","0,219308","0","1","0","1","1","Relevan",""
"170","mobile application","Mobile Application","5","139","mobile application","Augmented reality technology adoption: Case of a mobile application in Turkey","… ) technology has become widespread in mobile devices. As with user … of applications in
mobile augmented reality (MAR) applications. In this study, the factors affecting the use of mobile …","0,21404","0","1","0","1","1","Relevan",""
"171","mobile application","Mobile Application","6","124","mobile application","Perancangan Ulang UI & UX Menggunakan Metode Design Thinking Pada Aplikasi Siakadu Mahasiswa Berbasis Mobile","… yaitu mobile apps / aplikasi mobile. Aplikasi mobile juga biasa disebut dengan mobile
apps, yaitu istilah yang digunakan untuk medeskripsikan aplikasi internet yang berjalan …","0,211707","0","1","1","1","1","Relevan",""
"172","mobile application","Mobile Application","7","181","web application","DeepCrop: Deep learning-based crop disease prediction with web application","… a smart web application for real-life crop disease prediction. The proposed web application
aims to … The proposed application uses the ResNet50 transfer learning model at its heart to …","0,210066","0","0","1","","0","Tidak Relevan",""
"173","mobile application","Mobile Application","8","122","mobile application","Analisis kualitas layanan pada aplikasi Mobile JKN dengan tingkat kepuasan pengguna Mobile JKN BPJS Kesehatan di Kabupaten Demak","… aplikasi mobile JKN dengan kepuasan pengguna mobile … hubungan kualitas layanan aplikasi
mobile JKN dan kepuasan … pada aplikasi mobile JKN dengan kepuasan pengguna mobile …","0,193532","0","1","1","1","1","Relevan",""
"174","mobile application","Mobile Application","9","111","mobile application","Analisis Technology Acceptance Model (TAM) Terhadap Pengguna Aplikasi Mobile Banking","… The research was conducted on mobile banking application users in Tegal City using a
purposive … to improve mobile banking services in order to increase the number of mobile banking …","0,186308","0","1","1","1","1","Relevan",""
"175","mobile application","Mobile Application","10","104","mobile application","Peluang Penelitian UI/UX pada Pengembangan Aplikasi Mobile: Systematic literature review","… oleh developer mobile apps [1]. Banyaknya aplikasi mobile yang ada di era digital ini
membuat para pengembang aplikasi mobile giat untuk membuat aplikasi yang menarik dan …","0,184014","0","1","1","1","1","Relevan",""
"176","mobile application","Mobile Application","11","200","web application","A hybrid fuzzy rule-based multi-criteria framework for sustainable-security assessment of web application","… an institutional web application to corroborate the efficiency of this approach. Despite the
web application's sensitivity, this study has used various versions of three web applications of …","0,177258","0","0","1","1","1","Relevan",""
"177","mobile application","Mobile Application","12","119","mobile application","Analisis persepsi konsumen terhadap penggunaan aplikasi Mobile JKN","… Pembuatan Aplikasi Mobile JKN ini tujuannya adalah untuk … aplikasi Mobile JKN, tetapi
dalam perjalanan nya masih sangat minim sekali masyarakat yang mengakses aplikasi Mobile …","0,167959","0","1","1","1","1","Relevan",""
"178","mobile application","Mobile Application","13","195","web application","ML-CKDP: Machine learning-based chronic kidney disease prediction with smart web application","… for CKD classification and to develop a web-based application for CKD prediction. The proposed
… Additionally, we present a real-time web-based application to operationalize the model, …","0,166237","0","0","1","1","1","Relevan",""
"179","mobile application","Mobile Application","14","129","mobile application","A study of mobile app use for teaching and research in higher education","… discusses mobile app use as opposed to mobile … mobile app use in academia, we identify
library studies that have been conducted on the selection, use or development of mobile apps (…","0,165796","0","0","0","1","0","Tidak Relevan",""
